Order Number,Receipt Time HH,Day,Product,Category Name,Group,SubCategory,Is_Local,Category
307811,9,Thursday,CAPPUCCINO,Food,19F - BREAKFAST,Breakfast,No,Coffee & Milkshakes
307800,9,Thursday,CAPPUCCINO,Food,19F - BREAKFAST,Breakfast,No,Coffee & Milkshakes
351998,9,Friday,CAPPUCCINO,Food,19F - BREAKFAST,Breakfast,No,Coffee & Milkshakes
194015,9,Monday,NUTELLA STRAWBERRIES,Food,19F - BREAKFAST,Breakfast,No,Breakfast & Brunch
194015,9,Monday,BENEDICT SALMON,Food,19F - BREAKFAST,Breakfast,No,Breakfast & Brunch
285997,9,Wednesday,BRKF BOILED HARD,Food,19F - BREAKFAST,Breakfast,No,Breakfast & Brunch
285975,9,Wednesday,RASPBERRY-SMOOTH,Food,19F - BREAKFAST,Breakfast,No,Breakfast & Brunch
285995,9,Wednesday,ESPRESSO,Food,19F - BREAKFAST,Breakfast,No,Coffee & Milkshakes
285994,9,Wednesday,BRKF OMELETTE LOUZA GRUYERE,Food,19F - BREAKFAST,Breakfast,No,Breakfast & Brunch
285994,9,Wednesday,NUTELLA,Food,19F - BREAKFAST,Breakfast,No,Breakfast & Brunch
285960,9,Wednesday,NUTELLA BANANA,Food,19F - BREAKFAST,Breakfast,No,Breakfast & Brunch
285989,9,Wednesday,NUTELLA STRAWBERRIES,Food,19F - BREAKFAST,Breakfast,No,Breakfast & Brunch
285974,9,Wednesday,BRKF OMELETTE LOUZA GRUYERE,Food,19F - BREAKFAST,Breakfast,No,Breakfast & Brunch
285974,9,Wednesday,BRKF OMELETTE LOUZA GRUYERE,Food,19F - BREAKFAST,Breakfast,No,Breakfast & Brunch
285974,9,Wednesday,LATTE,Food,19F - BREAKFAST,Breakfast,No,Coffee & Milkshakes
285969,9,Wednesday,BENEDICT,Food,19F - BREAKFAST,Breakfast,No,Breakfast & Brunch
285975,9,Wednesday,RASPBERRY-SMOOTH,Food,19F - BREAKFAST,Breakfast,No,Breakfast & Brunch
285987,9,Wednesday,BRKF BOILED MEDIUM,Food,19F - BREAKFAST,Breakfast,No,Breakfast & Brunch
285987,9,Wednesday,SCRABBLED,Food,19F - BREAKFAST,Breakfast,No,Breakfast & Brunch
307800,9,Thursday,ESPRESSO,Food,19F - BREAKFAST,Breakfast,No,Coffee & Milkshakes
322396,9,Sunday,WATERMELON JUICE,Food,19F - BREAKFAST,Breakfast,No,Juices & Soft Drinks
322398,9,Sunday,AMERICANO,Food,19F - BREAKFAST,Breakfast,No,Breakfast & Brunch
322398,9,Sunday,BRKF OMELETTE LOUZA GRUYERE,Food,19F - BREAKFAST,Breakfast,No,Breakfast & Brunch
322422,9,Sunday,AMERICANO,Food,19F - BREAKFAST,Breakfast,No,Breakfast & Brunch
322388,9,Sunday,WATERMELON JUICE,Food,19F - BREAKFAST,Breakfast,No,Juices & Soft Drinks
322388,9,Sunday,MUESLI,Food,19F - BREAKFAST,Breakfast,No,Breakfast & Brunch
341530,9,Monday,NUTELLA BANANA,Food,19F - BREAKFAST,Breakfast,No,Breakfast & Brunch
350287,9,Tuesday,BRKF OMELETTE YOUR OWN,Food,19F - BREAKFAST,Breakfast,No,Breakfast & Brunch
362486,9,Monday,BRKF OVEN BAKED PORK SAUSAGE,Food,19F - BREAKFAST,Breakfast,No,Breakfast & Brunch
370081,9,Sunday,NUTELLA STRAWBERRIES,Food,19F - BREAKFAST,Breakfast,No,Breakfast & Brunch
370076,9,Sunday,BRKF OVEN BAKED TOMATO,Food,19F - BREAKFAST,Breakfast,No,Breakfast & Brunch
370076,9,Sunday,BRKF OVEN BAKED PORK SAUSAGE,Food,19F - BREAKFAST,Breakfast,No,Breakfast & Brunch
185006,9,Thursday,LATTE,Food,19F - BREAKFAST,Breakfast,No,Coffee & Milkshakes
185035,9,Thursday,BRKF FRIED OVER EASY,Food,19F - BREAKFAST,Breakfast,No,Breakfast & Brunch
185033,9,Thursday,BRKF FRIED SUNNY SIDE UP,Food,19F - BREAKFAST,Breakfast,No,Breakfast & Brunch
223009,9,Friday,NUTELLA BANANA,Food,19F - BREAKFAST,Breakfast,No,Breakfast & Brunch
222998,9,Friday,CREPE PLAIN,Food,19F - BREAKFAST,Breakfast,No,Breakfast & Brunch
223037,9,Friday,BRKF OMELETTE LOUZA GRUYERE,Food,19F - BREAKFAST,Breakfast,No,Breakfast & Brunch
222998,9,Friday,ALMOND-BOOST,Food,19F - BREAKFAST,Breakfast,No,Breakfast & Brunch
285963,9,Wednesday,LATTE,Food,19F - BREAKFAST,Breakfast,No,Coffee & Milkshakes
285958,9,Wednesday,BRKF OMELETTE SALMON HERBS,Food,19F - BREAKFAST,Breakfast,No,Breakfast & Brunch
285981,9,Wednesday,NUTELLA STRAWBERRIES,Food,19F - BREAKFAST,Breakfast,No,Breakfast & Brunch
285972,9,Wednesday,BRKF FRIED OVER EASY,Food,19F - BREAKFAST,Breakfast,No,Breakfast & Brunch
285965,9,Wednesday,BRKF BOILED MEDIUM,Food,19F - BREAKFAST,Breakfast,No,Breakfast & Brunch
285982,9,Wednesday,ESPRESSO,Food,19F - BREAKFAST,Breakfast,No,Coffee & Milkshakes
285964,9,Wednesday,CAPPUCCINO,Food,19F - BREAKFAST,Breakfast,No,Coffee & Milkshakes
285981,9,Wednesday,SCRABBLED,Food,19F - BREAKFAST,Breakfast,No,Breakfast & Brunch
285984,9,Wednesday,CAPPUCCINO,Food,19F - BREAKFAST,Breakfast,No,Coffee & Milkshakes
285970,9,Wednesday,ESPRESSO MACCHIATO,Food,19F - BREAKFAST,Breakfast,No,Coffee & Milkshakes
285984,9,Wednesday,FREDDO ESPRESSO,Food,19F - BREAKFAST,Breakfast,No,Coffee & Milkshakes
285955,9,Wednesday,BRKF OMELETTE YOUR OWN,Food,19F - BREAKFAST,Breakfast,No,Breakfast & Brunch
285992,9,Wednesday,DOUBLE ESPRESSO,Food,19F - BREAKFAST,Breakfast,No,Coffee & Milkshakes
285996,9,Wednesday,AMERICANO,Food,19F - BREAKFAST,Breakfast,No,Breakfast & Brunch
285985,9,Wednesday,NUTELLA BANANA STRAWBERRIES,Food,19F - BREAKFAST,Breakfast,No,Breakfast & Brunch
285961,9,Wednesday,BRKF FRIED OVER EASY,Food,19F - BREAKFAST,Breakfast,No,Breakfast & Brunch
285986,9,Wednesday,DOUBLE ESPRESSO,Food,19F - BREAKFAST,Breakfast,No,Coffee & Milkshakes
285961,9,Wednesday,TOAST BREAD,Food,19F - BREAKFAST,Breakfast,No,Breakfast & Brunch
285979,9,Wednesday,WATERMELON JUICE,Food,19F - BREAKFAST,Breakfast,No,Juices & Soft Drinks
285993,9,Wednesday,BRKF OMELETTE LOUZA GRUYERE,Food,19F - BREAKFAST,Breakfast,No,Breakfast & Brunch
285998,9,Wednesday,BRKF POACHED,Food,19F - BREAKFAST,Breakfast,No,Breakfast & Brunch
285998,9,Wednesday,BRKF OMELETTE SALMON HERBS,Food,19F - BREAKFAST,Breakfast,No,Breakfast & Brunch
285956,9,Wednesday,BRKF OVEN BAKED TOMATO,Food,19F - BREAKFAST,Breakfast,No,Breakfast & Brunch
285955,9,Wednesday,CREPE PLAIN,Food,19F - BREAKFAST,Breakfast,No,Breakfast & Brunch
285955,9,Wednesday,CREPE PLAIN,Food,19F - BREAKFAST,Breakfast,No,Breakfast & Brunch
285973,9,Wednesday,BRKF BOILED HARD,Food,19F - BREAKFAST,Breakfast,No,Breakfast & Brunch
285956,9,Wednesday,BRKF OVEN BAKED PORK SAUSAGE,Food,19F - BREAKFAST,Breakfast,No,Breakfast & Brunch
285968,9,Wednesday,BRKF FRIED SUNNY SIDE UP,Food,19F - BREAKFAST,Breakfast,No,Breakfast & Brunch
285978,9,Wednesday,DOUBLE GREEK,Food,19F - BREAKFAST,Breakfast,No,Breakfast & Brunch
285979,9,Wednesday,ALMOND-BOOST,Food,19F - BREAKFAST,Breakfast,No,Breakfast & Brunch
249154,9,Thursday,DOUBLE ESPRESSO,Food,19F - BREAKFAST,Breakfast,No,Coffee & Milkshakes
249159,9,Thursday,BRKF OMELETTE FETA OLIVES,Food,19F - BREAKFAST,Breakfast,No,Breakfast & Brunch
249159,9,Thursday,CREPE PLAIN,Food,19F - BREAKFAST,Breakfast,No,Breakfast & Brunch
353256,9,Sunday,DOUBLE ESPRESSO,Food,19F - BREAKFAST,Breakfast,No,Coffee & Milkshakes
353237,9,Sunday,BRKF FRIED OVER EASY,Food,19F - BREAKFAST,Breakfast,No,Breakfast & Brunch
353253,9,Sunday,BRKF FRIED SUNNY SIDE UP,Food,19F - BREAKFAST,Breakfast,No,Breakfast & Brunch
354638,9,Tuesday,WHITE OMELET ON YOUR OWN,Food,19F - BREAKFAST,Breakfast,No,Breakfast & Brunch
354638,9,Tuesday,BRKF OMELETTE SALMON HERBS,Food,19F - BREAKFAST,Breakfast,No,Breakfast & Brunch
362453,9,Monday,BRKF OMELETTE YOUR OWN,Food,19F - BREAKFAST,Breakfast,No,Breakfast & Brunch
369506,9,Saturday,BRKF POACHED,Food,19F - BREAKFAST,Breakfast,No,Breakfast & Brunch
369506,9,Saturday,NUTELLA,Food,19F - BREAKFAST,Breakfast,No,Breakfast & Brunch
390643,9,Friday,FREDDO CAPPUCCINO,Food,19F - BREAKFAST,Breakfast,No,Coffee & Milkshakes
390094,9,Wednesday,BRKF OMELETTE YOUR OWN,Food,19F - BREAKFAST,Breakfast,No,Breakfast & Brunch
414698,9,Sunday,FREDDO ESPRESSO,Food,19F - BREAKFAST,Breakfast,No,Coffee & Milkshakes
417079,9,Friday,DOUBLE ESPRESSO,Food,19F - BREAKFAST,Breakfast,No,Coffee & Milkshakes
417079,9,Friday,DOUBLE ESPRESSO,Food,19F - BREAKFAST,Breakfast,No,Coffee & Milkshakes
417085,9,Friday,BRKF POACHED,Food,19F - BREAKFAST,Breakfast,No,Breakfast & Brunch
432820,9,Friday,DOUBLE CAPPUCCINO,Food,19F - BREAKFAST,Breakfast,No,Coffee & Milkshakes
314712,9,Tuesday,BRKF FRIED OVER EASY,Food,19F - BREAKFAST,Breakfast,No,Breakfast & Brunch
314669,9,Tuesday,BRKF OMELETTE YOUR OWN,Food,19F - BREAKFAST,Breakfast,No,Breakfast & Brunch
314710,9,Tuesday,ICE LATTE,Food,19F - BREAKFAST,Breakfast,No,Coffee & Milkshakes
314710,9,Tuesday,ICE LATTE,Food,19F - BREAKFAST,Breakfast,No,Coffee & Milkshakes
291989,9,Wednesday,NUTELLA STRAWBERRIES,Food,19F - BREAKFAST,Breakfast,No,Breakfast & Brunch
291989,9,Wednesday,BRKF POACHED,Food,19F - BREAKFAST,Breakfast,No,Breakfast & Brunch
311724,9,Thursday,BRKF OMELETTE FETA OLIVES,Food,19F - BREAKFAST,Breakfast,No,Breakfast & Brunch
311724,9,Thursday,BENEDICT HAM,Food,19F - BREAKFAST,Breakfast,No,Breakfast & Brunch
298102,9,Monday,BRKF BOILED SOFT,Food,19F - BREAKFAST,Breakfast,No,Breakfast & Brunch
298115,9,Monday,CAPPUCCINO,Food,19F - BREAKFAST,Breakfast,No,Coffee & Milkshakes
208186,10,Wednesday,AMERICANO,Food,19F - BREAKFAST,Breakfast,No,Breakfast & Brunch
208186,10,Wednesday,DOUBLE ESPRESSO,Food,19F - BREAKFAST,Breakfast,No,Coffee & Milkshakes
314735,10,Tuesday,ICE LATTE,Food,19F - BREAKFAST,Breakfast,No,Coffee & Milkshakes
314735,10,Tuesday,ICE LATTE,Food,19F - BREAKFAST,Breakfast,No,Coffee & Milkshakes
185053,10,Thursday,LATTE,Food,19F - BREAKFAST,Breakfast,No,Coffee & Milkshakes
286009,10,Wednesday,HOT CHOCOLATE,Food,19F - BREAKFAST,Breakfast,No,Coffee & Milkshakes
286009,10,Wednesday,ESPRESSO,Food,19F - BREAKFAST,Breakfast,No,Coffee & Milkshakes
286011,10,Wednesday,BRKF OVEN BAKED TOMATO,Food,19F - BREAKFAST,Breakfast,No,Breakfast & Brunch
286012,10,Wednesday,WATERMELON JUICE,Food,19F - BREAKFAST,Breakfast,No,Juices & Soft Drinks
286012,10,Wednesday,RASPBERRY-SMOOTH,Food,19F - BREAKFAST,Breakfast,No,Breakfast & Brunch
286010,10,Wednesday,SCRABBLED,Food,19F - BREAKFAST,Breakfast,No,Breakfast & Brunch
286011,10,Wednesday,ALMOND-BOOST,Food,19F - BREAKFAST,Breakfast,No,Breakfast & Brunch
286013,10,Wednesday,ESPRESSO,Food,19F - BREAKFAST,Breakfast,No,Coffee & Milkshakes
417184,10,Friday,FREDDO ESPRESSO,Food,19F - BREAKFAST,Breakfast,No,Coffee & Milkshakes
417184,10,Friday,FREDDO ESPRESSO,Food,19F - BREAKFAST,Breakfast,No,Coffee & Milkshakes
426085,10,Sunday,FREDDO CAPPUCCINO,Food,19F - BREAKFAST,Breakfast,No,Coffee & Milkshakes
426085,10,Sunday,SCRABBLED,Food,19F - BREAKFAST,Breakfast,No,Breakfast & Brunch
390657,10,Friday,CAPPUCCINO,Food,19F - BREAKFAST,Breakfast,No,Coffee & Milkshakes
414713,10,Sunday,AMERICANO,Food,19F - BREAKFAST,Breakfast,No,Breakfast & Brunch
414720,10,Sunday,AMERICANO,Food,19F - BREAKFAST,Breakfast,No,Breakfast & Brunch
414719,10,Sunday,AMERICANO,Food,19F - BREAKFAST,Breakfast,No,Breakfast & Brunch
317890,10,Sunday,TOAST BREAD,Food,19F - BREAKFAST,Breakfast,No,Breakfast & Brunch
414714,10,Sunday,FREDDO CAPPUCCINO,Food,19F - BREAKFAST,Breakfast,No,Coffee & Milkshakes
414310,10,Saturday,ICE LATTE,Food,19F - BREAKFAST,Breakfast,No,Coffee & Milkshakes
414310,10,Saturday,ICE LATTE,Food,19F - BREAKFAST,Breakfast,No,Coffee & Milkshakes
417122,10,Friday,DOUBLE ESPRESSO,Food,19F - BREAKFAST,Breakfast,No,Coffee & Milkshakes
424995,10,Friday,NUTELLA STRAWBERRIES,Food,19F - BREAKFAST,Breakfast,No,Breakfast & Brunch
440246,10,Friday,WATERMELON JUICE,Food,19F - BREAKFAST,Breakfast,No,Juices & Soft Drinks
424995,10,Friday,SCRABBLED,Food,19F - BREAKFAST,Breakfast,No,Breakfast & Brunch
414713,10,Sunday,BRKF OMELETTE YOUR OWN,Food,19F - BREAKFAST,Breakfast,No,Breakfast & Brunch
414730,10,Sunday,BRKF OMELETTE YOUR OWN,Food,19F - BREAKFAST,Breakfast,No,Breakfast & Brunch
202142,10,Sunday,FREDDO CAPPUCCINO,Food,19F - BREAKFAST,Breakfast,No,Coffee & Milkshakes
229181,10,Sunday,DOUBLE ESPRESSO,Food,19F - BREAKFAST,Breakfast,No,Coffee & Milkshakes
229181,10,Sunday,DOUBLE ESPRESSO,Food,19F - BREAKFAST,Breakfast,No,Coffee & Milkshakes
237148,10,Saturday,FREDDO ESPRESSO,Food,19F - BREAKFAST,Breakfast,No,Coffee & Milkshakes
349253,10,Sunday,CAPPUCCINO,Food,19F - BREAKFAST,Breakfast,No,Coffee & Milkshakes
353287,10,Sunday,ESPRESSO,Food,19F - BREAKFAST,Breakfast,No,Coffee & Milkshakes
357868,10,Sunday,BRKF OMELETTE YOUR OWN,Food,19F - BREAKFAST,Breakfast,No,Breakfast & Brunch
357868,10,Sunday,BRKF OMELETTE YOUR OWN,Food,19F - BREAKFAST,Breakfast,No,Breakfast & Brunch
357875,10,Sunday,DOUBLE CAPPUCCINO,Food,19F - BREAKFAST,Breakfast,No,Coffee & Milkshakes
357875,10,Sunday,NUTELLA BANANA,Food,19F - BREAKFAST,Breakfast,No,Breakfast & Brunch
357856,10,Sunday,DOUBLE CAPPUCCINO,Food,19F - BREAKFAST,Breakfast,No,Coffee & Milkshakes
362535,10,Monday,CAPPUCCINO,Food,19F - BREAKFAST,Breakfast,No,Coffee & Milkshakes
362529,10,Monday,NUTELLA BANANA STRAWBERRIES,Food,19F - BREAKFAST,Breakfast,No,Breakfast & Brunch
370161,10,Sunday,CAPPUCCINO,Food,19F - BREAKFAST,Breakfast,No,Coffee & Milkshakes
370161,10,Sunday,AMERICANO,Food,19F - BREAKFAST,Breakfast,No,Breakfast & Brunch
370184,10,Sunday,LATTE,Food,19F - BREAKFAST,Breakfast,No,Coffee & Milkshakes
369546,10,Saturday,ESPRESSO,Food,19F - BREAKFAST,Breakfast,No,Coffee & Milkshakes
180512,10,Tuesday,BRKF OMELETTE SALMON HERBS,Food,19F - BREAKFAST,Breakfast,No,Breakfast & Brunch
285999,10,Wednesday,BENEDICT HAM,Food,19F - BREAKFAST,Breakfast,No,Breakfast & Brunch
286002,10,Wednesday,LATTE,Food,19F - BREAKFAST,Breakfast,No,Coffee & Milkshakes
286004,10,Wednesday,ICE LATTE,Food,19F - BREAKFAST,Breakfast,No,Coffee & Milkshakes
286008,10,Wednesday,NUTELLA BANANA,Food,19F - BREAKFAST,Breakfast,No,Breakfast & Brunch
286008,10,Wednesday,BENEDICT HAM,Food,19F - BREAKFAST,Breakfast,No,Breakfast & Brunch
286000,10,Wednesday,AMERICANO,Food,19F - BREAKFAST,Breakfast,No,Breakfast & Brunch
286005,10,Wednesday,AMERICANO,Food,19F - BREAKFAST,Breakfast,No,Breakfast & Brunch
286003,10,Wednesday,BENEDICT,Food,19F - BREAKFAST,Breakfast,No,Breakfast & Brunch
286001,10,Wednesday,BENEDICT SALMON,Food,19F - BREAKFAST,Breakfast,No,Breakfast & Brunch
286003,10,Wednesday,BRKF OMELETTE YOUR OWN,Food,19F - BREAKFAST,Breakfast,No,Breakfast & Brunch
286008,10,Wednesday,SCRABBLED,Food,19F - BREAKFAST,Breakfast,No,Breakfast & Brunch
387883,10,Tuesday,BRKF OMELETTE YOUR OWN,Food,19F - BREAKFAST,Breakfast,No,Breakfast & Brunch
414723,10,Sunday,AMERICANO,Food,19F - BREAKFAST,Breakfast,No,Breakfast & Brunch
414723,10,Sunday,AMERICANO,Food,19F - BREAKFAST,Breakfast,No,Breakfast & Brunch
432878,10,Friday,BRKF OMELETTE FETA OLIVES,Food,19F - BREAKFAST,Breakfast,No,Breakfast & Brunch
432909,10,Friday,BRKF OMELETTE FETA OLIVES,Food,19F - BREAKFAST,Breakfast,No,Breakfast & Brunch
432909,10,Friday,AMERICANO,Food,19F - BREAKFAST,Breakfast,No,Breakfast & Brunch
437504,10,Sunday,AMERICANO,Food,19F - BREAKFAST,Breakfast,No,Breakfast & Brunch
437504,10,Sunday,AMERICANO,Food,19F - BREAKFAST,Breakfast,No,Breakfast & Brunch
286007,10,Wednesday,CAPPUCCINO,Food,19F - BREAKFAST,Breakfast,No,Coffee & Milkshakes
354064,10,Monday,CAPPUCCINO,Food,19F - BREAKFAST,Breakfast,No,Coffee & Milkshakes
184450,10,Wednesday,ESPRESSO,Food,19F - BREAKFAST,Breakfast,No,Coffee & Milkshakes
184433,10,Wednesday,BRKF OMELETTE YOUR OWN,Food,19F - BREAKFAST,Breakfast,No,Breakfast & Brunch
184433,10,Wednesday,NUTELLA STRAWBERRIES,Food,19F - BREAKFAST,Breakfast,No,Breakfast & Brunch
249219,10,Thursday,LATTE,Food,19F - BREAKFAST,Breakfast,No,Coffee & Milkshakes
354014,10,Monday,RASPBERRY-SMOOTH,Food,19F - BREAKFAST,Breakfast,No,Breakfast & Brunch
354014,10,Monday,NUTELLA BANANA STRAWBERRIES,Food,19F - BREAKFAST,Breakfast,No,Breakfast & Brunch
354060,10,Monday,OMELET PLAIN,Food,19F - BREAKFAST,Breakfast,No,Breakfast & Brunch
354014,10,Monday,ALMOND-BOOST,Food,19F - BREAKFAST,Breakfast,No,Breakfast & Brunch
223161,10,Friday,FREDDO ESPRESSO,Food,19F - BREAKFAST,Breakfast,No,Coffee & Milkshakes
194069,10,Monday,SCRABBLED,Food,19F - BREAKFAST,Breakfast,No,Breakfast & Brunch
194069,10,Monday,SCRABBLED,Food,19F - BREAKFAST,Breakfast,No,Breakfast & Brunch
276515,10,Friday,CAPPUCCINO,Food,19F - BREAKFAST,Breakfast,No,Coffee & Milkshakes
276515,10,Friday,WATERMELON JUICE,Food,19F - BREAKFAST,Breakfast,No,Juices & Soft Drinks
255881,10,Sunday,TOAST BREAD,Food,19F - BREAKFAST,Breakfast,No,Breakfast & Brunch
255839,10,Sunday,BRKF BOILED HARD,Food,19F - BREAKFAST,Breakfast,No,Breakfast & Brunch
322479,10,Sunday,BRKF OVEN BAKED TOMATO,Food,19F - BREAKFAST,Breakfast,No,Breakfast & Brunch
322479,10,Sunday,SCRABBLED,Food,19F - BREAKFAST,Breakfast,No,Breakfast & Brunch
322479,10,Sunday,SCRABBLED,Food,19F - BREAKFAST,Breakfast,No,Breakfast & Brunch
234275,10,Monday,DOUBLE ESPRESSO,Food,19F - BREAKFAST,Breakfast,No,Coffee & Milkshakes
258879,10,Thursday,FREDDO ESPRESSO,Food,19F - BREAKFAST,Breakfast,No,Coffee & Milkshakes
334419,10,Thursday,ESPRESSO,Food,19F - BREAKFAST,Breakfast,No,Coffee & Milkshakes
334420,10,Thursday,DOUBLE ESPRESSO,Food,19F - BREAKFAST,Breakfast,No,Coffee & Milkshakes
350388,10,Tuesday,BRKF OMELETTE YOUR OWN,Food,19F - BREAKFAST,Breakfast,No,Breakfast & Brunch
350388,10,Tuesday,BRKF POACHED,Food,19F - BREAKFAST,Breakfast,No,Breakfast & Brunch
352059,10,Friday,NUTELLA BANANA,Food,19F - BREAKFAST,Breakfast,No,Breakfast & Brunch
362543,10,Monday,NUTELLA BANANA,Food,19F - BREAKFAST,Breakfast,No,Breakfast & Brunch
362507,10,Monday,BRKF OMELETTE YOUR OWN,Food,19F - BREAKFAST,Breakfast,No,Breakfast & Brunch
362530,10,Monday,CAPPUCCINO,Food,19F - BREAKFAST,Breakfast,No,Coffee & Milkshakes
359968,8,Thursday,WATERMELON JUICE,Food,19F - BREAKFAST,Breakfast,No,Juices & Soft Drinks
353896,8,Monday,CAPPUCCINO,Food,19F - BREAKFAST,Breakfast,No,Coffee & Milkshakes
353896,8,Monday,ESPRESSO,Food,19F - BREAKFAST,Breakfast,No,Coffee & Milkshakes
182785,8,Sunday,NUTELLA STRAWBERRIES,Food,19F - BREAKFAST,Breakfast,No,Breakfast & Brunch
193963,8,Monday,DOUBLE ESPRESSO,Food,19F - BREAKFAST,Breakfast,No,Coffee & Milkshakes
193959,8,Monday,BRKF POACHED,Food,19F - BREAKFAST,Breakfast,No,Breakfast & Brunch
193959,8,Monday,BRKF FRIED OVER EASY,Food,19F - BREAKFAST,Breakfast,No,Breakfast & Brunch
193959,8,Monday,ALMOND-BOOST,Food,19F - BREAKFAST,Breakfast,No,Breakfast & Brunch
285950,8,Wednesday,ESPRESSO MACCHIATO,Food,19F - BREAKFAST,Breakfast,No,Coffee & Milkshakes
285948,8,Wednesday,ESPRESSO,Food,19F - BREAKFAST,Breakfast,No,Coffee & Milkshakes
285946,8,Wednesday,WATERMELON JUICE,Food,19F - BREAKFAST,Breakfast,No,Juices & Soft Drinks
307783,8,Thursday,ENERGY BAR DARK CHOCO,Food,19F - BREAKFAST,Breakfast,No,Breakfast & Brunch
350250,8,Tuesday,NUTELLA BANANA,Food,19F - BREAKFAST,Breakfast,No,Breakfast & Brunch
350256,8,Tuesday,LATTE,Food,19F - BREAKFAST,Breakfast,No,Coffee & Milkshakes
350244,8,Tuesday,BRKF OMELETTE YOUR OWN,Food,19F - BREAKFAST,Breakfast,No,Breakfast & Brunch
353885,8,Monday,NUTELLA BANANA,Food,19F - BREAKFAST,Breakfast,No,Breakfast & Brunch
353885,8,Monday,BRKF OMELETTE YOUR OWN,Food,19F - BREAKFAST,Breakfast,No,Breakfast & Brunch
184946,8,Thursday,NUTELLA BANANA,Food,19F - BREAKFAST,Breakfast,No,Breakfast & Brunch
184946,8,Thursday,BRKF OMELETTE LOUZA GRUYERE,Food,19F - BREAKFAST,Breakfast,No,Breakfast & Brunch
285951,8,Wednesday,BRKF OVEN BAKED TOMATO,Food,19F - BREAKFAST,Breakfast,No,Breakfast & Brunch
285947,8,Wednesday,BRKF FRIED OVER EASY,Food,19F - BREAKFAST,Breakfast,No,Breakfast & Brunch
285949,8,Wednesday,GREEK COFFEE,Food,19F - BREAKFAST,Breakfast,No,Coffee & Milkshakes
285942,8,Wednesday,LATTE,Food,19F - BREAKFAST,Breakfast,No,Coffee & Milkshakes
431754,7,Wednesday,NESCAFE,Food,19F - BREAKFAST,Breakfast,No,Coffee & Milkshakes
285941,7,Wednesday,BRKF OMELETTE YOUR OWN,Food,19F - BREAKFAST,Breakfast,No,Breakfast & Brunch
285941,7,Wednesday,BENEDICT,Food,19F - BREAKFAST,Breakfast,No,Breakfast & Brunch
285941,7,Wednesday,BRKF OVEN BAKED PORK SAUSAGE,Food,19F - BREAKFAST,Breakfast,No,Breakfast & Brunch
181702,7,Friday,DOUBLE ESPRESSO,Food,19F - BREAKFAST,Breakfast,No,Coffee & Milkshakes
181702,7,Friday,DOUBLE ESPRESSO,Food,19F - BREAKFAST,Breakfast,No,Coffee & Milkshakes
181702,7,Friday,ESPRESSO,Food,19F - BREAKFAST,Breakfast,No,Coffee & Milkshakes
184915,7,Thursday,NUTELLA,Food,19F - BREAKFAST,Breakfast,No,Breakfast & Brunch
184915,7,Thursday,WATERMELON JUICE,Food,19F - BREAKFAST,Breakfast,No,Juices & Soft Drinks
184915,7,Thursday,BENEDICT,Food,19F - BREAKFAST,Breakfast,No,Breakfast & Brunch
195075,22,Tuesday,BR CHAMPAGNE FLUTE,Food,19F - BREAKFAST,Breakfast,No,Breakfast & Brunch
195075,22,Tuesday,BR FRESH ORANGE JUICE,Food,19F - BREAKFAST,Breakfast,No,Breakfast & Brunch
286038,13,Wednesday,HOT CHOCOLATE,Food,19F - BREAKFAST,Breakfast,No,Coffee & Milkshakes
227163,11,Thursday,WHITE OMELET ON YOUR OWN,Food,19F - BREAKFAST,Breakfast,No,Breakfast & Brunch
227121,11,Thursday,ESPRESSO,Food,19F - BREAKFAST,Breakfast,No,Coffee & Milkshakes
229187,11,Sunday,BR OMELETTE,Food,19F - BREAKFAST,Breakfast,No,Breakfast & Brunch
208192,11,Wednesday,FREDDO CAPPUCCINO,Food,19F - BREAKFAST,Breakfast,No,Coffee & Milkshakes
312682,21,Friday,CAPPUCCINO,Food,19F - BREAKFAST,Breakfast,No,Coffee & Milkshakes
317275,11,Saturday,AMERICANO,Food,19F - BREAKFAST,Breakfast,No,Breakfast & Brunch
318831,15,Monday,ICE LATTE,Food,19F - BREAKFAST,Breakfast,No,Coffee & Milkshakes
212066,11,Tuesday,LATTE,Food,19F - BREAKFAST,Breakfast,No,Coffee & Milkshakes
339644,11,Friday,SCRABBLED,Food,19F - BREAKFAST,Breakfast,No,Breakfast & Brunch
345886,11,Monday,SCRABBLED,Food,19F - BREAKFAST,Breakfast,No,Breakfast & Brunch
217819,22,Wednesday,ESPRESSO,Food,19F - BREAKFAST,Breakfast,No,Coffee & Milkshakes
218112,12,Thursday,FREDDO ESPRESSO,Food,19F - BREAKFAST,Breakfast,No,Coffee & Milkshakes
388355,22,Wednesday,ESPRESSO,Food,19F - BREAKFAST,Breakfast,No,Coffee & Milkshakes
411721,13,Saturday,FREDDO ESPRESSO,Food,19F - BREAKFAST,Breakfast,No,Coffee & Milkshakes
411721,13,Saturday,FREDDO ESPRESSO,Food,19F - BREAKFAST,Breakfast,No,Coffee & Milkshakes
414768,11,Sunday,LATTE,Food,19F - BREAKFAST,Breakfast,No,Coffee & Milkshakes
409908,11,Tuesday,TOAST BREAD,Food,19F - BREAKFAST,Breakfast,No,Breakfast & Brunch
422661,12,Monday,BR OMELETTE,Food,19F - BREAKFAST,Breakfast,No,Breakfast & Brunch
450912,15,Thursday,ESPRESSO,Food,19F - BREAKFAST,Breakfast,No,Coffee & Milkshakes
